Nome,"Wagnild e Young Quando eu faço planos, eu levo eles até o fim",Wagnild e Young Eu costumo lidar com os problemas de uma forma ou de outra,Wagnild e Young Eu sou capaz de depender de mim mais do que qualquer outra pessoa,Wagnild e Young Manter interesse nas coisas é importante para mim,Wagnild e Young Eu posso estar por minha conta se eu precisar,Wagnild e Young Eu sinto orgulho de ter realizado coisas em minha vida,Wagnild e Young Eu costumo aceitar as coisas sem muita preocupação,Wagnild e Young Eu sou amigo de mim mesmo,Wagnild e Young Eu sinto que posso lidar com várias coisas ao mesmo tempo,Wagnild e Young Eu sou determinado,Wagnild e Young Eu raramente penso sobre o objetivo das coisas,Wagnild e Young Eu faço as coisas um dia de cada vez,Wagnild e Young Eu posso enfrentar tempos difíceis porque já experimentei dificuldades antes,Wagnild e Young Eu sou disciplinado,Wagnild e Young Eu mantenho interesse nas coisas,Wagnild e Young Eu normalmente posso achar motivo para rir,Wagnild e Young Minha crença em mim mesmo me leva a atravessar tempos difíceis,"Wagnild e Young Em uma emergência, eu sou uma pessoa em quem as pessoas podem contar",Wagnild e Young Eu posso geralmente olhar uma situação em diversas maneiras,Wagnild e Young Às vezes eu me obrigo a fazer coisas querendo ou não,Wagnild e Young Minha vida tem sentido,Wagnild e Young Eu não insisto em coisas as quais eu não posso fazer nada sobre elas,"Wagnild e Young Quando eu estou numa situação difícil, eu normalmente acho uma saída",Wagnild e Young Eu tenho energia suficiente para fazer o que eu tenho que fazer,Wagnild e Young Tudo bem se há pessoas que não gostam de mim,Wagnild e Young Total,Wagnild e Young Resultado
cc5c2784aa,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,1. Nada característico,3. Pouco característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,4. Indiferente,6.Muito característico,7. Totalmente característico,2. Muito pouco característico,1. Nada característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,133.0,Alta
60743aea9c,3. Pouco característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,5. Característico,5. Característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,4. Indiferente,5. Característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,137.0,Alta
5a2b095a8c,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,2. Muito pouco característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,142.0,Alta
63d2dce745,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,5. Característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,143.0,Alta
bd5a980750,6.Muito característico,5. Característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,2. Muito pouco característico,5. Característico,1. Nada característico,7. Totalmente característico,4. Indiferente,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,153.0,Alta
0fce7cde1b,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,4. Indiferente,5. Característico,5. Característico,3. Pouco característico,4. Indiferente,3. Pouco característico,5. Característico,5. Característico,5. Característico,122.0,Média
ba9c21e94b,5. Característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,4. Indiferente,6.Muito característico,5. Característico,6.Muito característico,6.Muito característico,6.Muito característico,145.0,Alta
1d54f5ba6d,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,3. Pouco característico,6.Muito característico,3. Pouco característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,144.0,Alta
ea9d273b6c,5. Característico,4. Indiferente,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,124.0,Média
9e9624ef4d,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,4. Indiferente,7. Totalmente característico,6.Muito característico,6.Muito característico,4. Indiferente,4. Indiferente,7. Totalmente característico,6.Muito característico,6.Muito característico,7. Totalmente característico,6.Muito característico,6.Muito característico,7. Totalmente característico,5. Característico,7. Totalmente característico,6.Muito característico,6.Muito característico,6.Muito característico,6.Muito característico,150.0,Alta
90492267c4,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,,5. Característico,7. Totalmente característico,1. Nada característico,5. Característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,1. Nada característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,135.0,Alta
fc7f9b5979,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,3. Pouco característico,3. Pouco característico,5. Característico,3. Pouco característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,5. Característico,117.0,Média
644e7401f2,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,3. Pouco característico,2. Muito pouco característico,3. Pouco característico,4. Indiferente,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,5. Característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,2. Muito pouco característico,3. Pouco característico,2. Muito pouco característico,2. Muito pouco característico,4. Indiferente,63.0,Baixa
acbec10b4b,6.Muito característico,5. Característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,7. Totalmente característico,1. Nada característico,7. Totalmente característico,1. Nada característico,6.Muito característico,7. Totalmente característico,7. Totalmente característico,153.0,Alta
